time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;-8.0561140200;-4.6107457800;3.5156462400;-0.0181325400;0.0043594800;-0.0022817400;0.4359760000;0.6511810000;-0.0867550000
2;-8.0332884600;-4.6108998000;3.5082063600;0.0012199200;-0.0104947800;-0.0096308400;0.4361510000;0.6510270000;-0.0860570000
3;-8.0483497800;-4.5955416600;3.4777450800;-0.0698618400;0.0084527400;0.0041422200;0.4353290000;0.6528290000;-0.0834840000
4;-8.0562996600;-4.6560592800;3.5077381800;0.0420291000;0.0202735200;-0.0115719000;0.4371720000;0.6517850000;-0.0849190000
5;-8.0485660200;-4.6559103600;3.4545156000;-0.0356796000;0.0063423600;0.0014045400;0.4365010000;0.6513860000;-0.0846670000
6;-8.0260270800;-4.6865338200;3.5077698000;0.0217270200;0.0184977000;-0.0190321800;0.4353560000;0.6515540000;-0.0855420000
7;-8.0484864600;-4.6257703800;3.4775472000;0.0125419200;0.0369780600;-0.0079621200;0.4370190000;0.6520600000;-0.0852030000
8;-8.0866028400;-4.6406399400;3.4923851400;-0.0781258800;0.0129897000;-0.0024051600;0.4370240000;0.6525220000;-0.0825860000
9;-8.0487047400;-4.6411264800;3.5383402200;-0.0430103400;0.0201276600;0.0013382400;0.4366290000;0.6517200000;-0.0823210000
10;-8.0637211800;-4.6407031800;3.4621115400;-0.0070125000;0.0069604800;-0.0060016800;0.4365080000;0.6511820000;-0.0820460000
11;-8.0638272600;-4.6558777200;3.4772350800;0.0234691800;0.0132579600;0.0023847600;0.4364860000;0.6507940000;-0.0824580000
12;-8.0942355000;-4.6556329200;3.4770066000;-0.0521964600;0.0246768600;-0.0033517200;0.4366990000;0.6507550000;-0.0810700000
13;-8.0486843400;-4.6861095000;3.4467064800;-0.0514926600;-0.0136282200;0.0042585000;0.4374610000;0.6509750000;-0.0796620000
14;-7.9955066400;-4.6865980800;3.4623298200;0.0557725800;0.0001162800;-0.0077418000;0.4366320000;0.6532470000;-0.0797120000
15;-8.0332374600;-4.6408276200;3.4318950600;-0.0152724600;0.0170748000;-0.0060547200;0.4370630000;0.6519710000;-0.0818910000
16;-8.0942171400;-4.6556033400;3.4693943400;0.0161292600;0.0233682000;0.0032578800;0.4357030000;0.6526440000;-0.0816750000
17;-8.0639353800;-4.6635562800;3.5076310800;-0.0188557200;0.0390272400;-0.0080161800;0.4370940000;0.6516890000;-0.0813370000
18;-8.0334710400;-4.6637103000;3.4850258400;-0.0428716200;0.0419862600;-0.0043380600;0.4367560000;0.6524540000;-0.0799770000
19;-8.0718077400;-4.7314505400;3.4919067600;0.0494026800;0.0147033000;-0.0134028000;0.4364300000;0.6508200000;-0.0784620000
20;-8.0485231800;-4.6258315800;3.4927696800;-0.0042136200;0.0161425200;-0.0023133600;0.4351840000;0.6522350000;-0.0811420000
21;-8.0263718400;-4.7546106600;3.5225475600;0.0161262000;0.0112954800;-0.0134293200;0.4367320000;0.6529980000;-0.0803960000
22;-8.0031831600;-4.6866572400;3.4927186800;0.0235395600;0.0130254000;-0.0171431400;0.4357450000;0.6538190000;-0.0808550000
23;-8.0792017200;-4.6935422400;3.4768740000;-0.0114576600;0.0240740400;-0.0284100600;0.4360500000;0.6539340000;-0.0802920000
24;-8.0790313800;-4.6557553200;3.4771208400;0.0291230400;0.0258600600;-0.0097563000;0.4354100000;0.6537190000;-0.0819710000
25;-8.0181455400;-4.6411305600;3.4776777600;-0.0115351800;0.0280581600;-0.0042330000;0.4358990000;0.6531440000;-0.0805680000
26;-8.0336974800;-4.7015869800;3.5076137400;-0.0356071800;0.0274788000;0.0087567000;0.4357540000;0.6534160000;-0.0807140000
27;-8.0186677800;-4.7319993000;3.5227536000;0.0669283200;0.0109446000;-0.0133569000;0.4348140000;0.6536810000;-0.0803400000
28;-8.0027680200;-4.6109640600;3.4627674000;-0.0171043800;0.0226134000;-0.0042156600;0.4349610000;0.6528770000;-0.0801900000
29;-8.0336260800;-4.6939696200;3.4924402200;-0.0059853600;0.0279939000;-0.0060883800;0.4351790000;0.6544980000;-0.0811580000
30;-8.0264055000;-4.7621678400;3.5224986000;0.0308397000;0.0002580600;-0.0105712800;0.4346910000;0.6538080000;-0.0800700000
31;-8.0028394200;-4.6185814200;3.4779399000;-0.0301746600;-0.0056579400;-0.0059721000;0.4342180000;0.6539760000;-0.0811930000
32;-8.0718077400;-4.7314505400;3.4919067600;0.0086700000;0.0050602200;-0.0031844400;0.4353920000;0.6545910000;-0.0797720000
33;-8.0031219600;-4.6565488800;3.5233615200;0.0383642400;0.0276420000;-0.0106732800;0.4352280000;0.6536100000;-0.0828040000
34;-8.0338341600;-4.7318167200;3.5074158600;-0.0059945400;0.0150062400;-0.0209171400;0.4352880000;0.6538460000;-0.0817010000
35;-8.0188972800;-4.7623800000;3.5606129400;0.0253551600;0.0149705400;-0.0078499200;0.4338380000;0.6536330000;-0.0831360000
36;-8.0185239600;-4.7167645800;3.4924065600;0.0438385800;0.0008751600;-0.0263680200;0.4336890000;0.6523120000;-0.0834080000
37;-8.0338005000;-4.7242595400;3.5074648200;0.0087822000;0.0000377400;-0.0394372800;0.4320050000;0.6542080000;-0.0840410000
38;-8.0348735400;-4.8385230000;3.7350666000;0.0261946200;-0.0182457600;-0.0337518000;0.4319550000;0.6560940000;-0.0848840000
39;-8.0201263800;-4.9069027800;3.7956270600;0.0436927200;-0.0488773800;-0.0615019200;0.4327060000;0.6551910000;-0.0862260000
40;-7.9754881200;-4.9913649000;4.0389919200;0.0563866200;-0.1160658000;-0.0946764000;0.4294190000;0.6575500000;-0.0885820000
