time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;-8.9548309200;3.8526216000;-1.9241983800;-0.0035465400;0.0411988200;-0.0209793600;0.4212560000;-0.4592300000;0.5154350000
2;-8.9699871000;3.8678287800;-1.9166024400;0.0295973400;0.0208783800;-0.0189873000;0.4210620000;-0.4577380000;0.5144520000
3;-8.9774637000;3.8830951200;-1.9393953600;0.0148501800;0.0311018400;-0.0134701200;0.4213190000;-0.4567360000;0.5166610000
4;-8.9544086400;3.9133218000;-1.9846935600;0.0055375800;0.0212007000;-0.0059965800;0.4208960000;-0.4591190000;0.5163850000
5;-8.9471982600;3.8676145800;-1.9088188200;-0.0111945000;0.0179407800;0.0144605400;0.4211690000;-0.4580570000;0.5163880000
6;-8.9776279200;3.8303142000;-1.9701861000;0.0193606200;0.0230703600;0.0051724200;0.4205270000;-0.4574730000;0.5147040000
7;-9.0158901600;3.8077069200;-1.9097296800;0.0017727600;0.0102907800;-0.0031722000;0.4208500000;-0.4585640000;0.5155520000
8;-8.9396727000;3.8299174200;-1.9470657600;0.0147604200;0.0118850400;-0.0152469600;0.4211090000;-0.4581600000;0.5152840000
9;-8.9243849400;3.8524369800;-1.9391913600;-0.0055396200;0.0193942800;-0.0115831200;0.4221950000;-0.4589630000;0.5150580000
10;-8.9778360000;3.7924671000;-1.9552104600;0.0195054600;0.0374615400;-0.0134946000;0.4209680000;-0.4568280000;0.5152680000
11;-9.0079719000;3.8531703600;-1.9550442000;0.0184783200;0.0229306200;-0.0059925000;0.4206280000;-0.4585870000;0.5165090000
12;-8.9699299800;3.8679195600;-1.9394361600;-0.0110292600;0.0266883000;-0.0153469200;0.4220900000;-0.4564520000;0.5157240000
13;-9.0083870400;3.7774771800;-1.9250929200;0.0092514000;0.0266801400;-0.0041626200;0.4210680000;-0.4576760000;0.5170710000
14;-8.9778390600;3.7999641000;-1.9399380000;0.0332560800;0.0228378000;-0.0059710800;0.4211730000;-0.4563310000;0.5165140000
15;-8.9246389200;3.7920081000;-1.9471983600;0.0120003000;0.0081549000;-0.0226756200;0.4220140000;-0.4572800000;0.5168300000
16;-8.9935542000;3.6867267600;-1.9407937800;0.0314394600;0.0153132600;-0.0226899000;0.4221730000;-0.4566270000;0.5172460000
17;-9.0013990200;3.6413826600;-1.9259252400;0.0871233000;0.0252062400;-0.0766111800;0.4238060000;-0.4562390000;0.5170330000
