time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;-9.4693489800;0.3338762000;-0.7766960600;0.0069913200;0.0313041400;0.0045276000;0.5597150000;-0.2385340000;0.5113800000
2;-9.4987029200;0.3194741200;-0.7477586200;0.0061867400;0.0238816200;-0.0267255800;0.5612680000;-0.2389700000;0.5121370000
3;-9.5571266000;0.2983345400;-0.7922192600;0.0052557400;0.0204624000;-0.0177821000;0.5615100000;-0.2376240000;0.5115840000
4;-9.5427333400;0.2978700200;-0.7043524600;0.0070315000;0.0311532200;-0.0070971600;0.5610050000;-0.2376410000;0.5123930000
5;-9.4987097800;0.3338801200;-0.7184115400;-0.0038102400;-0.0092129800;-0.0105085400;0.5610300000;-0.2381190000;0.5103250000
6;-9.5425481200;0.3270015000;-0.7261016000;-0.0127145200;-0.0170931600;-0.0122784200;0.5622130000;-0.2399690000;0.5092810000
7;-9.5496296000;0.3922940000;-0.6964771800;-0.0101518200;-0.0158926600;0.0136406200;0.5632960000;-0.2386400000;0.5090390000
8;-9.5862208400;0.3492239800;-0.7482290200;-0.0109671800;-0.0143364200;-0.0006742400;0.5638500000;-0.2399130000;0.5065840000
9;-9.5715767000;0.3491642000;-0.7627447800;0.0297704400;-0.0250458600;0.0083662600;0.5657420000;-0.2407160000;0.5059750000
10;-9.4907247400;0.4214166600;-0.8347953600;0.0369783400;0.0004625600;0.0145314400;0.5647770000;-0.2404380000;0.5059340000
11;-9.4533720400;0.5738370400;-0.8920273600;0.0849503200;0.0526740200;0.0706854400;0.5633140000;-0.2395140000;0.5068350000
12;-9.4809570800;0.8722392000;-1.0073096600;0.1779190000;0.0724024000;0.1547429800;0.5634030000;-0.2386270000;0.5084900000
13;-9.3765508200;1.1776248400;-1.3190065000;0.3336802000;0.0888977600;0.2961089600;0.5617940000;-0.2345680000;0.5118490000
14;-9.5366553800;1.2807767000;-1.3707426600;0.5244528800;0.1501967600;0.3890413800;0.5570870000;-0.2270450000;0.5164400000
15;-9.6507019000;1.8196738000;-1.5289969800;0.6878041800;0.2721273800;0.5371037000;0.5517050000;-0.2165920000;0.5263690000
16;-10.1450550600;2.2599192000;-1.6761498600;0.8386163800;0.3927036400;0.7172894400;0.5435720000;-0.2040460000;0.5387980000
17;-10.0887854200;3.0823224600;-2.2554435400;0.9003671600;0.5802629000;1.0687203800;0.5341430000;-0.1903260000;0.5526850000
18;-10.3987143400;3.8772357400;-2.4866520000;1.0314372600;0.7865754400;1.4138803000;0.5197360000;-0.1815360000;0.5683420000
19;-9.8484943200;4.2731655400;-2.7285581400;1.0041962000;1.0083504200;1.6301310200;0.5000880000;-0.1756810000;0.5860190000
20;-9.3242286200;5.2224160800;-3.2815368600;0.9181757200;1.1705041600;1.8277970200;0.4740380000;-0.1745180000;0.6070650000
21;-8.7886243200;5.4382375600;-3.8538264800;0.6362777400;1.3734033600;2.0160599200;0.4440960000;-0.1807520000;0.6270410000
22;-8.8648036400;6.1087555200;-4.3180985400;0.7177177000;1.6629698400;2.4564386000;0.4042210000;-0.1923940000;0.6485920000
23;-9.5167917600;7.0453787600;-4.7996323200;1.0364862200;1.8614286600;2.9189339200;0.3486410000;-0.2012600000;0.6769490000
24;-9.3104341400;7.2701545000;-5.1330204800;1.1846151800;1.8386867800;3.1462645200;0.2831520000;-0.2049560000;0.7051450000
25;-8.3058782800;7.3332282800;-6.5876629000;0.4968208000;1.8712002400;2.9861648600;0.2105100000;-0.2144340000;0.7279840000
26;-7.4241654200;7.0488224800;-6.2679212400;-0.3976310800;2.0021174600;3.0934778000;0.1365310000;-0.2364800000;0.7399690000
27;-5.9695622000;6.1980942800;-5.2678047800;-0.6502711600;1.8576429200;3.0161401200;0.0602530000;-0.2594170000;0.7439730000
28;-4.3249487400;5.1585808400;-4.6550833000;0.0114503200;1.4023231600;2.4891539400;-0.0109840000;-0.2706580000;0.7425680000
29;-2.2713009200;4.3824953200;-3.5475510000;0.4520034400;1.0068921800;1.8356517200;-0.0647070000;-0.2585920000;0.7455660000
30;-1.4241311000;4.3682921800;-3.5119652400;0.9706135600;0.5121960200;1.3344973600;-0.1034030000;-0.2384400000;0.7446890000
31;-0.2041643800;4.2722580600;-3.7373662200;0.8810278400;0.2502165400;0.9754341800;-0.1215190000;-0.2026290000;0.7537840000
32;0.1806796600;3.6816375400;-3.8703639800;-0.0077900200;0.0308396200;0.5774924400;-0.1258680000;-0.1793010000;0.7629460000
33;0.5973256800;3.6643689600;-4.0208968800;-0.2562533400;-0.1210976200;0.3704939000;-0.1275720000;-0.1837850000;0.7618050000
34;0.6836568200;4.1707241800;-5.5308122800;-0.4728617600;-0.2007334000;0.0952540400;-0.1238920000;-0.1939980000;0.7584360000
35;0.9424718800;6.0237111200;-6.3797745200;-0.2335036200;-0.2160370800;-0.0723142000;-0.1147510000;-0.2133710000;0.7516250000
36;0.5724150600;7.6427220800;-7.3812953200;-0.1780287600;-0.2321894400;-0.1847907600;-0.1056910000;-0.2186550000;0.7513370000
37;1.0216343200;7.8901172000;-8.4147758800;-0.0750003800;-0.1758149400;-0.1062163200;-0.1022420000;-0.2187650000;0.7541020000
38;1.0872668800;7.9615033400;-8.2382935600;0.0358964200;-0.1246756000;-0.0356661200;-0.0968380000;-0.2171100000;0.7549980000
39;0.9505774600;7.4640083000;-7.0285482400;-0.0963173400;-0.0007340200;0.0860645800;-0.0950560000;-0.2204570000;0.7548180000
40;0.9772883400;7.1065337000;-6.6650035200;-0.2554732600;0.0876855000;0.0380994600;-0.0936330000;-0.2264870000;0.7504990000
41;0.4915944600;6.7585876400;-5.8372279000;-0.2397178000;0.0702807000;0.0542449600;-0.0959880000;-0.2335800000;0.7474170000
42;0.5352544400;6.5633432200;-6.1306996800;-0.1447509000;0.0160612200;-0.0070707000;-0.0978600000;-0.2379810000;0.7482030000
43;0.4928184800;6.7605545000;-6.3345132200;0.0471752400;-0.0348654600;0.1033380600;-0.0976640000;-0.2396760000;0.7467030000
44;0.6881569800;7.5751001200;-7.0444428600;-0.0065718800;0.0411159000;0.1154783000;-0.0992370000;-0.2376990000;0.7481450000
45;1.1669918400;7.3930171000;-6.0473800800;-0.0137748800;0.0235523400;0.0843290000;-0.0981700000;-0.2395590000;0.7475110000
46;0.5651816800;7.0616340200;-5.4982841200;-0.2255960000;0.0382278400;0.0195715800;-0.0996600000;-0.2432170000;0.7452670000
47;0.7964205200;6.5151125200;-5.4854578800;-0.2656584000;-0.0494527600;-0.0614313000;-0.1000580000;-0.2498130000;0.7428130000
48;0.7697841200;6.7069132200;-6.1864940200;-0.0465931200;-0.1120394800;-0.0832216000;-0.0959800000;-0.2536960000;0.7419010000
49;0.7721841400;7.0567751800;-6.5206152200;0.0472663800;-0.1065857800;-0.0125077400;-0.0920880000;-0.2528250000;0.7427420000
50;0.9921226000;7.2437405600;-6.5031045800;-0.0172999400;-0.0657687800;-0.0207867800;-0.0884250000;-0.2557690000;0.7418050000
51;0.6864361000;7.4353756400;-6.5992504200;0.0017855600;-0.0468881000;-0.1066681000;-0.0849750000;-0.2560790000;0.7420850000
