time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;-6.5942000735;-4.3237413709;5.9155743331;0.0326082717;-0.0722394281;-0.0377934936;0.3066650000;0.1625760000;-0.7019470000
2;-6.6486199139;-4.2297104691;5.9225398282;0.0652756252;-0.0917542028;-0.0642259370;0.3049830000;0.1638050000;-0.7027100000
3;-6.4715185133;-4.3355292959;5.8750172039;0.1084143159;-0.0769591469;-0.0541403574;0.3003980000;0.1622370000;-0.7067250000
4;-6.5997868238;-4.2256314383;5.9816325682;0.1214294185;-0.0724466281;-0.0473535986;0.2948260000;0.1593050000;-0.7088470000
5;-6.5545690466;-4.2252799565;6.0541768773;0.1108936669;-0.0513377277;-0.0389229274;0.2937240000;0.1553510000;-0.7091370000
6;-6.5130338377;-4.1703594566;6.0418263946;0.0966332612;-0.0048627353;-0.0343085284;0.2929900000;0.1543250000;-0.7101200000
7;-6.4398296139;-4.0306273550;5.8618023569;0.0560284950;0.0196319995;-0.0413132556;0.2914370000;0.1522490000;-0.7111270000
8;-6.5559421127;-3.9721360105;6.0746508608;0.0301791246;0.0258936068;-0.0176190812;0.2911770000;0.1527750000;-0.7108670000
9;-6.6120516547;-4.1533859986;6.0860066950;0.0104922353;0.0209257962;-0.0252780171;0.2910110000;0.1521290000;-0.7114180000
10;-6.4315306271;-4.1788623679;6.2422471121;0.0651487612;0.0036371749;-0.0192593871;0.2906800000;0.1509700000;-0.7125210000
11;-6.3938329923;-4.0851737222;6.2384401609;0.0508012507;-0.0105186242;-0.0291704013;0.2910300000;0.1503990000;-0.7111300000
12;-6.2882928952;-4.0672176871;6.2294160080;0.0306111383;0.0014171411;-0.0067932011;0.2891510000;0.1484850000;-0.7131130000
13;-6.3184521148;-4.0829214497;6.2277601988;0.0499666991;0.0075767801;0.0041306223;0.2889100000;0.1470160000;-0.7125630000
14;-6.2534529996;-4.1150573338;6.0680236293;0.0082407896;0.0095802011;-0.0051117628;0.2897690000;0.1475840000;-0.7143170000
15;-6.4238338249;-4.0342454427;6.2048483114;-0.0202271641;0.0228913046;0.0123200423;0.2881710000;0.1478450000;-0.7135590000
