time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;-7.7401879800;-4.4299322200;3.3777777600;-0.0174214600;0.0041885200;-0.0021922600;0.4359760000;0.6511810000;-0.0867550000
2;-7.7182575400;-4.4300802000;3.3706296400;0.0011720800;-0.0100832200;-0.0092531600;0.4361510000;0.6510270000;-0.0860570000
3;-7.7327282200;-4.4153243400;3.3413629200;-0.0671221600;0.0081212600;0.0039797800;0.4353290000;0.6528290000;-0.0834840000
4;-7.7403663400;-4.4734687200;3.3701798200;0.0403809000;0.0194784800;-0.0111181000;0.4371720000;0.6517850000;-0.0849190000
5;-7.7329359800;-4.4733256400;3.3190444000;-0.0342804000;0.0060936400;0.0013494600;0.4365010000;0.6513860000;-0.0846670000
6;-7.7112809200;-4.5027481800;3.3702102000;0.0208749800;0.0177723000;-0.0182858200;0.4353560000;0.6515540000;-0.0855420000
7;-7.7328595400;-4.4443676200;3.3411728000;0.0120500800;0.0355279400;-0.0076498800;0.4370190000;0.6520600000;-0.0852030000
8;-7.7694811600;-4.4586540600;3.3554288600;-0.0750621200;0.0124803000;-0.0023108400;0.4370240000;0.6525220000;-0.0825860000
9;-7.7330692600;-4.4591215200;3.3995817800;-0.0413236600;0.0193383400;0.0012857600;0.4366290000;0.6517200000;-0.0823210000
10;-7.7474968200;-4.4587148200;3.3263424600;-0.0067375000;0.0066875200;-0.0057663200;0.4365080000;0.6511820000;-0.0820460000
11;-7.7475987400;-4.4732942800;3.3408729200;0.0225488200;0.0127380400;0.0022912400;0.4364860000;0.6507940000;-0.0824580000
12;-7.7768145000;-4.4730590800;3.3406534000;-0.0501495400;0.0237091400;-0.0032202800;0.4366990000;0.6507550000;-0.0810700000
13;-7.7330496600;-4.5023405000;3.3115415200;-0.0494733400;-0.0130937800;0.0040915000;0.4374610000;0.6509750000;-0.0796620000
14;-7.6819573600;-4.5028099200;3.3265521800;0.0535854200;0.0001117200;-0.0074382000;0.4366320000;0.6532470000;-0.0797120000
15;-7.7182085400;-4.4588343800;3.2973109400;-0.0146735400;0.0164052000;-0.0058172800;0.4370630000;0.6519710000;-0.0818910000
16;-7.7767968600;-4.4730306600;3.3333396600;0.0154967400;0.0224518000;0.0031301200;0.4357030000;0.6526440000;-0.0816750000
17;-7.7477026200;-4.4806717200;3.3700769200;-0.0181162800;0.0374967600;-0.0077018200;0.4370940000;0.6516890000;-0.0813370000
18;-7.7184329600;-4.4808197000;3.3483581600;-0.0411903800;0.0403397400;-0.0041679400;0.4367560000;0.6524540000;-0.0799770000
19;-7.7552662600;-4.5459034600;3.3549692400;0.0474653200;0.0141267000;-0.0128772000;0.4364300000;0.6508200000;-0.0784620000
20;-7.7328948200;-4.4444264200;3.3557983200;-0.0040483800;0.0155094800;-0.0022226400;0.4351840000;0.6522350000;-0.0811420000
21;-7.7116121600;-4.5681553400;3.3844084400;0.0154938000;0.0108525200;-0.0129026800;0.4367320000;0.6529980000;-0.0803960000
22;-7.6893328400;-4.5028667600;3.3557493200;0.0226164400;0.0125146000;-0.0164708600;0.4357450000;0.6538190000;-0.0808550000
23;-7.7623702800;-4.5094817600;3.3405260000;-0.0110083400;0.0231299600;-0.0272959400;0.4360500000;0.6539340000;-0.0802920000
24;-7.7622066200;-4.4731766800;3.3407631600;0.0279809600;0.0248459400;-0.0093737000;0.4354100000;0.6537190000;-0.0819710000
25;-7.7037084600;-4.4591254400;3.3412982400;-0.0110828200;0.0269578400;-0.0040670000;0.4358990000;0.6531440000;-0.0805680000
26;-7.7186505200;-4.5172110200;3.3700602600;-0.0342108200;0.0264012000;0.0084133000;0.4357540000;0.6534160000;-0.0807140000
27;-7.7042102200;-4.5464307000;3.3846064000;0.0643036800;0.0105154000;-0.0128331000;0.4348140000;0.6536810000;-0.0803400000
28;-7.6889339800;-4.4301419400;3.3269726000;-0.0164336200;0.0217266000;-0.0040503400;0.4349610000;0.6528770000;-0.0801900000
29;-7.7185819200;-4.5098923800;3.3554817800;-0.0057506400;0.0268961000;-0.0058496200;0.4351790000;0.6544980000;-0.0811580000
30;-7.7116445000;-4.5754161600;3.3843614000;0.0296303000;0.0002479400;-0.0101567200;0.4346910000;0.6538080000;-0.0800700000
31;-7.6890025800;-4.4374605800;3.3415501000;-0.0289913400;-0.0054360600;-0.0057379000;0.4342180000;0.6539760000;-0.0811930000
32;-7.7552662600;-4.5459034600;3.3549692400;0.0083300000;0.0048617800;-0.0030595600;0.4353920000;0.6545910000;-0.0797720000
33;-7.6892740400;-4.4739391200;3.3851904800;0.0368597600;0.0265580000;-0.0102547200;0.4352280000;0.6536100000;-0.0828040000
34;-7.7187818400;-4.5462552800;3.3698701400;-0.0057594600;0.0144177600;-0.0200968600;0.4352880000;0.6538460000;-0.0817010000
35;-7.7044307200;-4.5756200000;3.4209810600;0.0243608400;0.0143834600;-0.0075420800;0.4338380000;0.6536330000;-0.0831360000
36;-7.7040720400;-4.5317934200;3.3554494400;0.0421194200;0.0008408400;-0.0253339800;0.4336890000;0.6523120000;-0.0834080000
37;-7.7187495000;-4.5389944600;3.3699171800;0.0084378000;0.0000362600;-0.0378907200;0.4320050000;0.6542080000;-0.0840410000
38;-7.7197804600;-4.6487770000;3.5885934000;0.0251673800;-0.0175302400;-0.0324282000;0.4319550000;0.6560940000;-0.0848840000
39;-7.7056116200;-4.7144752200;3.6467789400;0.0419792800;-0.0469606200;-0.0590900800;0.4327060000;0.6551910000;-0.0862260000
40;-7.6627238800;-4.7956251000;3.8806000800;0.0541753800;-0.1115142000;-0.0909636000;0.4294190000;0.6575500000;-0.0885820000
41;-7.7817213600;-5.0576114400;4.2655960200;0.1834334600;-0.2239711600;-0.1636012000;0.4243690000;0.6572600000;-0.0956760000
42;-7.6278368600;-4.9282945600;4.3041707800;0.1473224200;-0.3913806400;-0.2272600400;0.4195470000;0.6618430000;-0.1059690000
43;-7.4252003000;-5.1636239200;4.6405861600;0.1453104800;-0.4477571000;-0.2502371200;0.4113440000;0.6653740000;-0.1154240000
44;-7.4942442400;-5.4999922600;5.3691995000;0.3563074200;-0.5861419200;-0.3896715200;0.3984680000;0.6701550000;-0.1300400000
45;-7.4949576800;-5.5155556400;5.6323696800;0.3088783600;-0.8995576800;-0.4750755800;0.3810070000;0.6755470000;-0.1557370000
46;-7.3736317200;-5.9247909000;6.0401692400;0.3399923800;-1.1471135200;-0.5919347000;0.3581770000;0.6814690000;-0.1793100000
47;-7.5237785000;-6.3338164400;6.9432127800;0.6145491800;-1.4357940800;-0.8423609600;0.3313330000;0.6878490000;-0.2085620000
48;-7.4363585800;-5.9888878000;7.6774434800;0.5687008600;-1.8370805600;-1.0095783600;0.2906550000;0.6956950000;-0.2474810000
49;-7.0173625200;-6.3745864000;8.8701711000;0.2659377000;-2.3804298000;-1.0361961400;0.2391500000;0.7021830000;-0.2813110000
50;-7.1898787800;-6.7697518000;9.9852200000;0.7343522200;-2.8980912800;-1.2308506000;0.1677540000;0.7084800000;-0.3253140000
51;-6.7375950600;-6.7166436400;10.3254044600;0.4270938000;-3.4789108200;-1.4968412200;0.0832880000;0.7077480000;-0.3602770000
52;-5.1152207400;-6.6850415800;10.0600096800;0.5426534400;-3.9207996800;-1.6698033800;-0.0104530000;0.7052840000;-0.3768500000
53;-3.4726682200;-5.9021460400;8.9074385400;0.5481277200;-4.2598679200;-1.6789036600;-0.1237150000;0.6919370000;-0.3821320000
54;-1.9747166600;-5.0436131200;7.2862147400;-0.4784938200;-4.4197304200;-1.6893132200;-0.2370290000;0.6797330000;-0.3507490000
55;-0.0928030600;-4.9068923400;5.6266425600;-0.2207528400;-4.3323879200;-1.8679368400;-0.3538980000;0.6645560000;-0.2866730000
56;1.3642785800;-2.2293745600;3.1759154000;-0.0793662800;-3.9989331200;-1.4641425400;-0.4423730000;0.6365930000;-0.2228790000
57;2.8250999000;-2.4357439400;2.8199892000;-0.0020393800;-3.4976200000;-1.5321996200;-0.5101470000;0.6093500000;-0.1491580000
58;3.8618360200;-2.5168830400;2.8712040000;0.1260250600;-2.8772976400;-1.2646792200;-0.5572140000;0.5803720000;-0.0830030000
59;5.5369127800;-2.8579994800;1.2727750000;0.0457248400;-2.6271291200;-1.2550252400;-0.5909860000;0.5510640000;-0.0194820000
60;7.2192082200;-1.9116360200;-0.8949732400;0.0451652600;-2.2609217400;-1.0508961400;-0.6088110000;0.5174560000;0.0396110000
61;8.6776599000;-0.6133016400;-3.4716705800;0.3462839800;-1.5184325800;-0.7836442600;-0.6225440000;0.4949890000;0.0836190000
62;10.0010636600;-0.9795384200;-1.6942112600;0.3961032600;-0.0451515400;0.5723219600;-0.6308910000;0.4957910000;0.0965140000
63;9.4184958000;-1.7164366800;2.1872237800;0.3885298200;-0.1534052800;0.2170817600;-0.6222330000;0.5037380000;0.0945980000
64;9.2355092200;-3.3564696200;2.2921827600;0.5173194600;-0.2028453000;0.1369648000;-0.6190060000;0.5099870000;0.0886150000
65;9.5094378400;-2.6895659000;2.0280071000;0.4041863000;-0.2303686000;-0.0185406200;-0.6102470000;0.5164260000;0.0734780000
66;9.1376395600;-3.1755969000;0.8299678800;0.4530059800;-0.1602956600;-0.1135947400;-0.6103260000;0.5152030000;0.0694850000
67;9.3003636600;-2.3374519000;1.5533499800;0.0561001000;-0.1158987200;-0.0374036600;-0.6165870000;0.5130470000;0.0777980000
68;8.8891693800;-2.6403904800;1.8700448200;0.0815311000;-0.0999453000;0.0590440200;-0.6161670000;0.5125730000;0.0804380000
69;8.8364306800;-3.1399454800;1.6031192800;0.1877983800;-0.1204018200;0.1048306000;-0.6143730000;0.5158720000;0.0807620000
70;8.9911805200;-2.8146099800;1.6502876600;0.0268412200;-0.0139865600;0.0907744600;-0.6086730000;0.5190360000;0.0747630000
71;8.8003833400;-2.8721810600;1.9044300800;0.1071198800;0.0340618600;0.0441882000;-0.6069360000;0.5213010000;0.0739890000
72;8.8724349000;-3.0761925600;1.9329030000;0.1171178400;0.0224968800;-0.0317157400;-0.6092580000;0.5208540000;0.0766570000
73;8.9909257200;-2.8078117200;1.7673418000;0.1126627600;-0.0113307600;-0.0690978400;-0.6114550000;0.5205460000;0.0740890000
74;9.0141928800;-2.5391006200;1.7107605200;0.0844338600;0.0454612200;-0.0398771800;-0.6114200000;0.5190010000;0.0721710000
75;8.9606672400;-2.8957500600;2.0298181400;0.1145286800;0.0347615800;-0.0397987800;-0.6107920000;0.5194230000;0.0661270000
76;8.9626439000;-2.6835330200;1.6143579200;0.0258935600;0.0323762600;-0.0613627000;-0.6119810000;0.5189490000;0.0644280000
77;9.0582056600;-2.4382341200;1.8214485800;0.0390735800;0.0764605800;0.0207123000;-0.6134600000;0.5178860000;0.0649280000
78;9.0781418000;-2.7299203400;2.0902929600;0.0364099400;0.0675249400;0.0028723800;-0.6134430000;0.5174130000;0.0627260000
79;9.2245861400;-2.6584293400;2.0772423000;0.0176537200;0.0260885800;-0.0219843400;-0.6131360000;0.5174610000;0.0608080000
80;9.1595562800;-2.6279297800;1.8429233200;0.1215543000;0.0117756800;-0.0486040800;-0.6129050000;0.5166820000;0.0599950000
81;9.1602834400;-2.4825948000;1.8146209200;0.1215033400;0.0217677600;-0.0227252200;-0.6145790000;0.5147870000;0.0569090000
82;9.0356078400;-2.5544934800;1.8863402600;0.0238688800;0.0483718200;0.0136582600;-0.6139490000;0.5168020000;0.0559540000
83;9.1300200600;-2.5561261600;2.1064433600;0.1053509800;0.0197519000;0.0121196600;-0.6145730000;0.5159140000;0.0545570000
84;9.0710015200;-2.7728482600;1.9436947600;0.0396606000;0.0113621200;0.0120491000;-0.6135810000;0.5167540000;0.0526600000
85;9.1368389000;-2.7587989800;1.9296592000;0.0690076800;0.0056046200;-0.0111161400;-0.6132330000;0.5189750000;0.0490730000
86;9.1439301800;-2.7664077000;2.0027956200;0.0805099400;0.0002734200;-0.0110759600;-0.6139250000;0.5179220000;0.0489150000
87;9.0932994600;-2.6714868600;1.9737758600;0.0503514200;-0.0031497200;-0.0191482200;-0.6143140000;0.5175160000;0.0493160000
88;9.1086472400;-2.5550824600;1.8868900400;0.0040817000;-0.0095589200;0.0049499800;-0.6137340000;0.5174950000;0.0498910000
89;9.0212920000;-2.4818245200;1.9013313200;-0.0153713000;0.0046148200;0.0048568800;-0.6150920000;0.5171030000;0.0501150000
90;8.9627330800;-2.5608478000;1.8053011200;0.0165796400;0.0097598200;0.0155927800;-0.6137180000;0.5172210000;0.0501690000
91;9.0565994400;-2.6714819600;2.0466300400;-0.0001430800;0.0379701000;0.0083104000;-0.6131840000;0.5176220000;0.0499120000
92;9.0061225800;-2.5979398200;1.9150875800;0.0071265600;0.0409336200;-0.0274488200;-0.6131710000;0.5182800000;0.0501840000
93;9.0144065200;-2.4522589000;1.7844594600;0.0841839600;0.0462844200;0.0226860200;-0.6151760000;0.5175440000;0.0485920000
94;9.0057697800;-2.6129250000;2.0319986400;-0.0187777800;0.0559501600;0.0314413400;-0.6127060000;0.5189810000;0.0486810000
95;9.1225759800;-2.6860418200;1.9227110000;0.0220539200;0.0628189800;0.0413050400;-0.6137130000;0.5194800000;0.0453270000
96;9.1805714000;-2.7160484400;2.0472807600;0.0701993600;0.0813831200;0.0046550000;-0.6125000000;0.5206090000;0.0424730000
97;9.1368457600;-2.6939122000;2.0470926000;0.0292726000;0.0418107200;-0.0202585600;-0.6120810000;0.5211330000;0.0426230000
98;9.1520387000;-2.5128817000;2.1434569800;0.0317353400;0.0111759200;-0.0129644200;-0.6129040000;0.5202110000;0.0425970000
99;9.1301406000;-2.5847656800;2.0038726400;0.1071904400;0.0106094800;-0.0128664200;-0.6126250000;0.5193430000;0.0401330000
100;8.9765716600;-2.6126604000;2.0244663600;0.0576543800;0.0291481400;-0.0300105400;-0.6144270000;0.5191040000;0.0397860000
101;8.9764158400;-2.6273270800;2.0609360800;0.0504768600;0.0071206800;-0.0397566400;-0.6147760000;0.5184800000;0.0383980000
102;9.0649157200;-2.4392474400;2.0628294400;0.0130888800;0.0050842400;-0.0156525600;-0.6150170000;0.5173370000;0.0364670000
103;9.0790777000;-2.5698314600;2.0035825600;0.0352319800;0.0265325200;0.0262865400;-0.6148970000;0.5178080000;0.0386740000
104;9.0497365000;-2.6490909200;1.9077718800;0.0574093800;0.0299958400;0.0370195000;-0.6153550000;0.5187010000;0.0353400000
105;9.1004701200;-2.6140951200;2.1350946400;0.0006752200;0.0408620800;0.0261826600;-0.6135000000;0.5192460000;0.0341700000
106;9.0643434000;-2.5266683400;2.1353896200;-0.0252849800;0.0024803800;0.0334611200;-0.6125500000;0.5205030000;0.0365430000
107;9.0496659400;-2.6131621600;2.0030778600;0.0530229000;0.0191217600;0.0066767400;-0.6130640000;0.5215550000;0.0372040000
108;9.0642806800;-2.5483939600;2.1206210200;-0.0001960000;0.0202673800;-0.0041199200;-0.6122140000;0.5208030000;0.0351750000
109;9.0210813000;-2.4965774400;1.9597393200;-0.0562373000;0.0130702600;0.0244284600;-0.6119610000;0.5206780000;0.0347730000
110;9.0200836600;-2.7216393400;1.9509546000;-0.0010358600;0.0505131200;0.0296969400;-0.6115900000;0.5215570000;0.0365730000
111;9.0262851000;-2.8315963200;2.1989367400;0.0274223600;0.0536579400;0.0118511400;-0.6117860000;0.5211230000;0.0329840000
112;9.0930936600;-2.6141509800;2.1642917800;-0.0107506000;0.0298468800;-0.0175792400;-0.6108940000;0.5217450000;0.0342560000
113;9.0933778600;-2.6064854200;2.0619582200;-0.0223881000;0.0275997400;0.0083309800;-0.6113730000;0.5238430000;0.0356000000
114;9.0933759000;-2.5992824200;2.0766317600;0.0025342800;0.0423624600;0.0083015800;-0.6109180000;0.5221560000;0.0338390000
115;9.0789659800;-2.5988463200;1.9960796800;-0.0099470000;0.0256799200;0.0038847200;-0.6130630000;0.5218880000;0.0347190000
116;9.1004926600;-2.5852243200;2.1791623000;-0.0295234800;0.0277487000;0.0136866800;-0.6114880000;0.5209760000;0.0334110000
117;9.1003525200;-2.6719513800;2.0762113400;0.0743555400;0.0286855800;0.0084564200;-0.6124470000;0.5229790000;0.0334950000
118;9.0934886000;-2.5702675600;2.0841346400;-0.0215688200;0.0188855800;0.0137337200;-0.6107990000;0.5237590000;0.0335560000
119;9.0199876200;-2.6280856000;2.1636469400;-0.0172489800;0.0102988200;0.0316442000;-0.6097850000;0.5241210000;0.0345590000
120;9.0189556800;-2.8171599400;2.2355417000;0.0573368600;0.0016101400;0.0103292000;-0.6088750000;0.5236040000;0.0336340000
121;9.0197220400;-2.7582619400;2.0311597600;-0.0251771800;-0.0076851600;-0.0022598800;-0.6105500000;0.5249650000;0.0331430000
122;9.0060187000;-2.5260244800;2.0910720600;0.0389020800;0.0162552600;-0.0201419400;-0.6094030000;0.5242650000;0.0340220000
123;8.9835100600;-2.6421388000;2.1193989600;0.0389853800;0.0141864800;-0.0442695400;-0.6102860000;0.5232390000;0.0328910000
124;9.0350218000;-2.5338096000;2.1643731200;-0.0081055800;0.0200517800;-0.0255809400;-0.6105660000;0.5219150000;0.0327510000
125;9.0345974600;-2.6714506000;2.0830292000;-0.0366069200;-0.0079742600;-0.0326555600;-0.6119340000;0.5218600000;0.0353170000
126;8.9619383000;-2.5981652200;2.0610154600;-0.0081242000;0.0040474000;-0.0371429800;-0.6125120000;0.5209500000;0.0347480000
127;9.0642218800;-2.5773216000;2.0911798600;-0.0648279800;0.0202056400;-0.0435335600;-0.6136640000;0.5203900000;0.0362230000
128;9.0936150200;-2.4907729000;2.1797248200;-0.0916937000;0.0015346800;-0.0095197200;-0.6135960000;0.5203560000;0.0374670000
