time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;-9.5162599878;0.3404243106;-0.7902067460;0.0070929522;0.0314052901;0.0046893579;0.5597150000;-0.2385340000;0.5113800000
2;-9.6242283973;0.3205208347;-0.7505004531;0.0062532313;0.0240530379;-0.0273666952;0.5612680000;-0.2389700000;0.5121370000
3;-9.6119957734;0.2994306254;-0.8161778100;0.0054101478;0.0211256720;-0.0183290854;0.5615100000;-0.2376240000;0.5115840000
4;-9.8308875822;0.2980852076;-0.7106813258;0.0071827476;0.0321630303;-0.0071954438;0.5610050000;-0.2376410000;0.5123930000
5;-9.7030233398;0.3356366442;-0.7267886213;-0.0038300903;-0.0094832737;-0.0108284136;0.5610300000;-0.2381190000;0.5103250000
6;-9.5843924924;0.3322743427;-0.7499739151;-0.0130023101;-0.0172334370;-0.0124003124;0.5622130000;-0.2399690000;0.5092810000
7;-9.6039714649;0.4052392212;-0.7109899438;-0.0102049007;-0.0163964918;0.0136498276;0.5632960000;-0.2386400000;0.5090390000
8;-9.6952767468;0.3520724254;-0.7494247994;-0.0111312444;-0.0148812324;-0.0006759649;0.5638500000;-0.2399130000;0.5065840000
9;-9.7226747149;0.3504871733;-0.7733966807;0.0302648974;-0.0256797310;0.0084657803;0.5657420000;-0.2407160000;0.5059750000
10;-9.7217981632;0.4310031618;-0.8481609911;0.0377892451;0.0004752254;0.0147342181;0.5647770000;-0.2404380000;0.5059340000
11;-9.5425745183;0.5906932486;-0.8997356422;0.0850372285;0.0535642245;0.0732687028;0.5633140000;-0.2395140000;0.5068350000
12;-9.5027304319;0.8942764923;-1.0160326760;0.1816093864;0.0741536418;0.1604698833;0.5634030000;-0.2386270000;0.5084900000
13;-9.3815064665;1.2189974474;-1.3391055828;0.3365075764;0.0896421446;0.3026194438;0.5617940000;-0.2345680000;0.5118490000
14;-9.8339050664;1.3152972092;-1.4238040514;0.5277808530;0.1514683174;0.3945499437;0.5570870000;-0.2270450000;0.5164400000
15;-9.9996268491;1.8640213086;-1.5613743819;0.7111695014;0.2745372640;0.5494343065;0.5517050000;-0.2165920000;0.5263690000
16;-10.2420599863;2.3071802140;-1.6884513880;0.8634335694;0.4033175393;0.7253642718;0.5435720000;-0.2040460000;0.5387980000
17;-10.3927914501;3.1052275652;-2.3045610189;0.9140751696;0.6032134361;1.0914086584;0.5341430000;-0.1903260000;0.5526850000
18;-10.7718696705;3.8890751681;-2.5515605844;1.0636842822;0.8045866564;1.4635997941;0.5197360000;-0.1815360000;0.5683420000
19;-10.2245813792;4.4041900158;-2.7874576253;1.0200333109;1.0172329053;1.6395917060;0.5000880000;-0.1756810000;0.5860190000
20;-9.4436555975;5.3588349362;-3.3209119874;0.9549638218;1.1860182734;1.8485385284;0.4740380000;-0.1745180000;0.6070650000
21;-9.1251336279;5.5518168963;-3.9873401195;0.6539763749;1.3934978012;2.0283168032;0.4440960000;-0.1807520000;0.6270410000
22;-9.0640103446;6.2711993694;-4.3557290427;0.7440782789;1.7213831044;2.5474140729;0.4042210000;-0.1923940000;0.6485920000
23;-9.8312538841;7.1535189624;-4.9446092780;1.0370246841;1.8809773558;3.0115775239;0.3486410000;-0.2012600000;0.6769490000
24;-9.6055311226;7.3479813979;-5.1449501165;1.1911766339;1.8670747678;3.2628638874;0.2831520000;-0.2049560000;0.7051450000
25;-8.3997243443;7.4027483500;-6.5937566645;0.5009471477;1.8817582797;3.0282644674;0.2105100000;-0.2144340000;0.7279840000
26;-7.6026915089;7.3289203766;-6.5017268976;-0.4116273397;2.0475168715;3.1549665304;0.1365310000;-0.2364800000;0.7399690000
27;-6.1440606919;6.2230475306;-5.4044217287;-0.6550694489;1.9047462244;3.0405946684;0.0602530000;-0.2594170000;0.7439730000
28;-4.3442829379;5.1675777671;-4.7317865441;0.0116334265;1.4520059904;2.5478385570;-0.0109840000;-0.2706580000;0.7425680000
29;-2.3417525912;4.4523765456;-3.5839845654;0.4652164164;1.0260875516;1.8825890369;-0.0647070000;-0.2585920000;0.7455660000
30;-1.4623115688;4.3772702444;-3.5945687211;1.0036451159;0.5248023918;1.3605569501;-0.1034030000;-0.2384400000;0.7446890000
31;-0.2110557013;4.3625082325;-3.7892422360;0.8867630664;0.2533963305;0.9887827384;-0.1215190000;-0.2026290000;0.7537840000
32;0.1836133247;3.7262964424;-3.9858566237;-0.0078611687;0.0317483677;0.5824910523;-0.1258680000;-0.1793010000;0.7629460000
33;0.6208081664;3.7423312551;-4.0868487799;-0.2604422126;-0.1237729447;0.3811500301;-0.1275720000;-0.1837850000;0.7618050000
34;0.6909461039;4.2980613122;-5.5932461276;-0.4865502707;-0.2011626555;0.0971883668;-0.1238920000;-0.1939980000;0.7584360000
35;0.9506698999;6.2165803941;-6.3929709707;-0.2380517152;-0.2243593213;-0.0738825469;-0.1147510000;-0.2133710000;0.7516250000
36;0.5795903273;7.8972446718;-7.5978921282;-0.1780364993;-0.2324758993;-0.1858399855;-0.1056910000;-0.2186550000;0.7513370000
37;1.0366407416;7.9748426615;-8.4383646195;-0.0761848080;-0.1765561689;-0.1092690001;-0.1022420000;-0.2187650000;0.7541020000
38;1.1140768405;8.0869150310;-8.3413312652;0.0362637385;-0.1252980122;-0.0361284635;-0.0968380000;-0.2171100000;0.7549980000
39;0.9533373359;7.6111883784;-7.3032512672;-0.0995225293;-0.0007622926;0.0870166605;-0.0950560000;-0.2204570000;0.7548180000
40;0.9939448073;7.3183999020;-6.7558051205;-0.2568183749;0.0895180579;0.0395891007;-0.0936330000;-0.2264870000;0.7504990000
41;0.5070155586;6.8406436570;-5.9078000280;-0.2400508730;0.0722423494;0.0543266827;-0.0959880000;-0.2335800000;0.7474170000
42;0.5460311222;6.7944396021;-6.2862643210;-0.1481940319;0.0161491939;-0.0070992451;-0.0978600000;-0.2379810000;0.7482030000
43;0.5031483462;7.0266999301;-6.4204296231;0.0480030714;-0.0353603478;0.1044677514;-0.0976640000;-0.2396760000;0.7467030000
44;0.6930205489;7.7567322452;-7.0541508251;-0.0067008969;0.0417294687;0.1163693687;-0.0992370000;-0.2376990000;0.7481450000
45;1.1932436498;7.5215612715;-6.0532955721;-0.0141076325;0.0238373106;0.0863057244;-0.0981700000;-0.2395590000;0.7475110000
46;0.5838734086;7.0804623603;-5.6326355212;-0.2277586721;0.0388841418;0.0196876517;-0.0996600000;-0.2432170000;0.7452670000
47;0.8222176741;6.5274143502;-5.5337753391;-0.2729952880;-0.0508286714;-0.0635000063;-0.1000580000;-0.2498130000;0.7428130000
48;0.7979126330;6.7729800425;-6.4212409230;-0.0481572339;-0.1151758202;-0.0838441127;-0.0959800000;-0.2536960000;0.7419010000
49;0.7951737584;7.2802020098;-6.7085624587;0.0476751076;-0.1085942607;-0.0128248422;-0.0920880000;-0.2528250000;0.7427420000
50;0.9962376620;7.4480091351;-6.5207397485;-0.0176284486;-0.0672552803;-0.0213948777;-0.0884250000;-0.2557690000;0.7418050000
51;0.7141596757;7.5798841758;-6.7194492354;0.0018115461;-0.0481421978;-0.1100518216;-0.0849750000;-0.2560790000;0.7420850000
52;0.7605124394;7.2947132676;-6.3897280273;-0.0014785273;0.0284197964;-0.1026445640;-0.0848880000;-0.2542580000;0.7437330000
53;0.9600259113;7.7617983963;-5.8966095921;-0.0178462401;0.0638132832;-0.0721244786;-0.0865240000;-0.2543800000;0.7439440000
54;0.4391923114;7.3417744573;-5.4819006581;-0.2091372148;0.0156947515;-0.0889950161;-0.0858180000;-0.2588580000;0.7416570000
55;0.0481733418;7.0553855485;-5.7326549151;-0.2440313948;-0.0445475962;-0.0979107457;-0.0856560000;-0.2688600000;0.7367630000
56;0.2460613158;7.0958950618;-6.3173638571;0.0317990538;-0.1410661369;-0.1108572997;-0.0808720000;-0.2702290000;0.7362750000
57;0.4081347601;7.7475135413;-6.5555630876;0.1254020280;-0.1421340041;-0.1054765792;-0.0757920000;-0.2674160000;0.7388080000
58;0.4085727738;7.6061667064;-6.6169454877;-0.1574226970;-0.0673796288;-0.1408689564;-0.0728350000;-0.2692780000;0.7375590000
59;0.5789014040;7.7799124215;-6.3493278202;-0.2533785403;0.0157015346;-0.1406735142;-0.0700930000;-0.2774950000;0.7346900000
60;0.3689230899;7.9467221974;-6.3070699532;-0.0520181633;-0.0195575183;-0.1609331752;-0.0675100000;-0.2797720000;0.7341200000
61;0.2484833649;7.7576190360;-6.1680075559;-0.0465185467;-0.0490629934;-0.1499992694;-0.0648750000;-0.2809420000;0.7320250000
62;0.0521086876;7.8924182075;-5.9895459817;-0.0792986596;-0.0610141815;-0.1495862424;-0.0628770000;-0.2846610000;0.7307510000
63;-0.2372346957;8.1318071000;-5.9555875285;-0.0055661381;-0.0741569859;-0.1051353269;-0.0578440000;-0.2852880000;0.7323400000
64;0.0014804110;8.1274226516;-6.3009175747;0.0896878778;-0.0550331723;-0.0556346979;-0.0562520000;-0.2852760000;0.7312990000
65;0.1643447332;8.3740307536;-6.3700608413;0.0954403633;-0.0602077256;-0.0214269715;-0.0528150000;-0.2832480000;0.7339090000
66;0.2231130138;7.9642741175;-6.4180812819;0.0628217675;-0.0468347547;0.0052062081;-0.0517060000;-0.2798010000;0.7342040000
67;0.4715019640;7.8531850184;-6.8152714798;-0.0362270409;0.0405142852;0.0890596677;-0.0527770000;-0.2802040000;0.7347170000
68;0.1348126835;8.0182284249;-6.7362237373;-0.1636816436;0.1311950159;0.1257722696;-0.0574250000;-0.2842300000;0.7324870000
69;0.0714176871;7.3548784414;-6.1932809829;-0.1018515388;0.1005847775;0.0325691518;-0.0590550000;-0.2872190000;0.7302330000
70;-0.0247889948;7.3872925741;-5.6923434134;0.0341489308;0.1224232771;0.0619116086;-0.0634120000;-0.2885260000;0.7308960000
71;0.0414866645;7.4114685320;-5.8040070113;-0.0271385830;0.0789145885;-0.0216387087;-0.0644220000;-0.2882250000;0.7300240000
72;0.0485465381;7.5699310716;-5.4923807529;0.0165616263;0.0684563780;0.0185547613;-0.0657570000;-0.2896450000;0.7304130000
73;0.1732081657;7.8681486547;-5.6574383865;0.0594574210;-0.0064658221;-0.0139920567;-0.0660870000;-0.2890810000;0.7294290000
74;0.3381137493;8.0723380845;-5.3383304211;-0.0270944584;-0.0234959103;-0.0067719092;-0.0645240000;-0.2869910000;0.7304430000
75;0.3456609672;7.9900421603;-6.0665784532;-0.4219110375;0.0103553191;-0.0722098631;-0.0640770000;-0.2949390000;0.7283090000
76;0.2204698084;7.6289914051;-5.9804949552;-0.2190262779;0.0057455080;-0.0346468129;-0.0617810000;-0.3048680000;0.7247430000
77;0.0885743492;7.6369954490;-5.9827663364;0.0820870234;-0.0352455271;-0.0030568001;-0.0626940000;-0.3070800000;0.7230640000
78;0.2038116508;7.6713501836;-6.0398805543;-0.0420275101;-0.0113284036;-0.0363833186;-0.0604750000;-0.3072460000;0.7234310000
79;0.1490434875;7.8625812144;-5.9940471225;-0.1033411091;0.0295805063;-0.0475543162;-0.0603320000;-0.3095150000;0.7234540000
80;0.2559102404;7.8627241729;-5.7966225588;0.0420699135;0.0318777920;-0.0259611134;-0.0594170000;-0.3079020000;0.7226500000
81;0.0450701161;8.2404983038;-5.8969923855;0.0511457140;0.0456588575;-0.0377206254;-0.0604600000;-0.3071200000;0.7237070000
82;0.1660743256;8.0195897546;-5.7022597719;-0.0017856553;0.0601538615;0.0045926195;-0.0607780000;-0.3084280000;0.7228750000
83;0.0747476008;8.0041303175;-5.8312343564;0.0015997755;0.0274112847;0.0146278622;-0.0601790000;-0.3093240000;0.7212480000
84;0.0495235978;7.8130359832;-5.5999592427;-0.0272850207;0.0152496253;-0.0306265958;-0.0601150000;-0.3083380000;0.7227470000
85;0.1902921234;8.0700409869;-5.7645547597;-0.0655793855;0.0167921870;-0.0212488322;-0.0611680000;-0.3089480000;0.7210510000
86;0.1177693971;7.6285161465;-5.7388802097;0.0198646752;-0.0225113957;-0.0517420699;-0.0604310000;-0.3101790000;0.7219190000
87;0.0371565584;7.9006127648;-5.8610501622;0.0115954126;0.0062361916;-0.0158647033;-0.0585400000;-0.3111150000;0.7213110000
88;-0.0763091063;7.5690869907;-5.6506670493;-0.0053365340;-0.0055665596;-0.0988132859;-0.0578600000;-0.3105850000;0.7211960000
89;-0.0759299489;7.9727650381;-5.8250371501;0.0089002419;-0.0439890210;-0.0838283656;-0.0559530000;-0.3113950000;0.7208650000
90;0.1945057361;8.0405123034;-5.9934541100;-0.0873264784;0.0020725200;-0.1126672471;-0.0540850000;-0.3121870000;0.7198400000
91;0.0817357055;8.2787500589;-6.0124037276;0.0063887380;0.0387882431;-0.0347580504;-0.0523840000;-0.3138280000;0.7207500000
92;-0.0004303824;8.0251873146;-6.0578007012;0.0073264126;0.0555736946;-0.0072532428;-0.0537890000;-0.3145980000;0.7201460000
93;0.1680714510;8.1939961002;-5.7984263214;0.0108870863;0.0845807544;0.0110992575;-0.0543710000;-0.3140430000;0.7195660000
94;-0.0738478501;7.9426908512;-5.6548466006;-0.0164489301;0.0728306233;0.0099812885;-0.0559880000;-0.3131100000;0.7201850000
95;0.0431582424;7.8473125023;-5.5159183883;-0.0764774605;0.0782617684;-0.0108298595;-0.0588210000;-0.3147710000;0.7185630000
96;-0.1483179718;7.7970711136;-5.6291013185;0.0161436462;0.0469676564;0.0184558721;-0.0586980000;-0.3152980000;0.7182960000
97;0.0129347191;7.9097968890;-5.6244445392;-0.0252152476;0.0356854224;-0.0043343303;-0.0598150000;-0.3183410000;0.7178590000
98;-0.1484668373;7.9144477304;-5.4908423804;0.0238249568;-0.0067021395;-0.0427318589;-0.0591220000;-0.3204830000;0.7179020000
99;-0.1289992248;7.9609236715;-5.3852457623;0.0281513852;-0.0295548307;0.0005028711;-0.0578900000;-0.3174290000;0.7179300000
100;0.0733950529;7.8006976342;-5.7451982047;-0.1493881159;0.0087588959;-0.0552837219;-0.0585440000;-0.3187030000;0.7159790000
101;0.0735342452;8.1447034840;-5.7373371204;-0.0430627650;0.0061304672;0.0075474213;-0.0585360000;-0.3221700000;0.7160040000
102;0.0739767439;7.9974416207;-5.6955952193;0.0510169723;-0.0028870519;-0.0069901264;-0.0563200000;-0.3215360000;0.7163650000
103;0.0993511361;8.3917975607;-5.8627862564;-0.0055885221;0.0159939483;-0.0243537523;-0.0563590000;-0.3208500000;0.7156680000
104;-0.0158501040;8.1052550714;-5.7670750986;-0.0422394181;0.0561521564;0.0000597541;-0.0558800000;-0.3230190000;0.7168080000
105;-0.0976083904;8.1249228567;-5.7380421010;0.0051631613;0.0097135757;-0.0134827621;-0.0568230000;-0.3222200000;0.7171790000
106;-0.0763600423;7.9897346535;-5.5130729824;0.0249521993;0.0188405375;0.0084383256;-0.0579530000;-0.3232590000;0.7165880000
107;-0.1361543755;8.0945912619;-5.4840598755;0.0609510725;-0.0296571397;-0.0174606430;-0.0574090000;-0.3225510000;0.7162050000
108;-0.0848606016;7.8366211438;-5.6676997881;0.0669494847;-0.0215490805;-0.0285508714;-0.0566180000;-0.3207450000;0.7181580000
109;-0.0162106039;7.7531745919;-5.9375919955;-0.0247128716;-0.0050442151;-0.0015002847;-0.0537810000;-0.3195500000;0.7172970000
110;0.0799617115;7.9986733212;-5.8350742388;0.0384353680;0.0183574469;-0.0231285626;-0.0544840000;-0.3199350000;0.7169950000
111;-0.1350614477;8.0884620507;-5.7498528567;-0.0793645363;0.0594464103;-0.0396563464;-0.0539260000;-0.3200790000;0.7171570000
112;-0.0163936147;7.8284995379;-5.6320647931;-0.0498797095;0.0258796609;-0.0790680964;-0.0542120000;-0.3220690000;0.7168830000
113;-0.1330318806;7.9365585910;-5.6437376662;0.0382600383;0.0293552946;-0.0271075878;-0.0539530000;-0.3230410000;0.7168860000
114;-0.0927280181;7.7171100027;-5.4464220778;-0.0053729025;0.0084054097;-0.0684382840;-0.0528160000;-0.3220050000;0.7176150000
115;-0.3369878929;7.5595546170;-5.0263057254;0.0514816574;-0.0369458349;-0.1699245975;-0.0518140000;-0.3214350000;0.7158550000
116;-0.2950832366;6.8577360063;-5.0771871582;0.0219008385;-0.1438165268;-0.3443053158;-0.0431660000;-0.3202540000;0.7182670000
117;-1.0523765968;5.6050529024;-4.2940932934;-0.3954584686;-0.2468317642;-0.7291677161;-0.0323370000;-0.3290760000;0.7150380000
118;-1.6623601060;5.1206637023;-3.7226656332;-0.0431693424;-0.4442876313;-1.1550666078;-0.0113930000;-0.3355780000;0.7109560000
119;-2.2882604009;5.6162202940;-3.9440193212;0.0594545161;-0.6326207023;-1.5268230679;0.0231300000;-0.3338990000;0.7111040000
120;-3.6007071027;5.7315955148;-4.1865215082;-0.0725746231;-0.7944752706;-1.7695256788;0.0661680000;-0.3343490000;0.7115970000
121;-4.2098420460;6.0821413098;-3.9712697619;-0.6080801372;-0.9436976901;-2.1527162050;0.1118430000;-0.3388320000;0.7024150000
122;-5.8097101986;6.8299041286;-4.3276331748;-1.1552555289;-0.9671812567;-2.5930849820;0.1659460000;-0.3510820000;0.6863060000
123;-6.4558792704;6.9600029213;-4.4172940747;-1.2897071588;-0.8922142191;-2.8611733440;0.2257920000;-0.3631060000;0.6596490000
124;-7.3755737154;7.3417176768;-4.1392771672;-1.2082792899;-0.8200355440;-2.6821153584;0.2801110000;-0.3703950000;0.6325960000
125;-8.9583913831;6.4183710868;-3.9995214930;-1.2059657752;-0.8102577980;-3.0053627227;0.3374420000;-0.3728460000;0.6030040000
126;-8.8823996915;7.1576157309;-3.6584242354;-0.9008133868;-0.6356768902;-2.6806634953;0.3838230000;-0.3649490000;0.5795270000
127;-9.8285892269;6.2052080162;-4.2004779407;-0.7371845201;-0.3937045307;-2.6453091728;0.4189530000;-0.3462230000;0.5642230000
128;-9.6992350887;6.7564297333;-2.7078037511;-0.1099557513;-0.4001149032;-2.1930246104;0.4467980000;-0.3256940000;0.5589760000
129;-9.7470950685;6.6126322485;-2.7611254788;-0.1409457602;-0.1433358575;-1.9401577535;0.4662050000;-0.3026560000;0.5577930000
130;-10.4983051688;4.6217768934;-2.4383438838;-0.3263331013;-0.0069774822;-1.8089275581;0.4790230000;-0.2870170000;0.5615110000
