time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;-9.5473438200;-1.2655711200;-2.3788001400;-0.0017982600;0.0250246800;0.0233926800;0.6026250000;0.0321810000;0.5381800000
2;-9.5553120600;-1.3261193400;-2.3411947800;0.0184844400;0.0333784800;0.0438477600;0.6014700000;0.0294260000;0.5370500000
3;-9.5782518600;-1.3636624800;-2.3568364800;0.0130478400;0.0228367800;0.0038821200;0.6020510000;0.0290050000;0.5376290000
4;-9.6011682000;-1.3711564200;-2.3266118400;0.0343505400;0.0252776400;-0.0081946800;0.6026440000;0.0301750000;0.5384720000
5;-9.5706906000;-1.3562868600;-2.3262844200;0.0315078000;0.0171737400;-0.0007180800;0.6031330000;0.0303320000;0.5373860000
6;-9.5250282600;-1.3415692800;-2.3182305000;0.0000224400;0.0037168800;0.0011628000;0.6037880000;0.0316720000;0.5368510000
7;-9.5705845200;-1.3411123200;-2.3414079600;0.0074643600;-0.0011607600;-0.0174154800;0.6020890000;0.0295860000;0.5358320000
8;-9.6161673000;-1.3256899200;-2.3264302800;0.0296391600;0.0042340200;-0.0118309800;0.6032440000;0.0323400000;0.5369620000
9;-9.5703427800;-1.2957070200;-2.3563346400;-0.0110129400;-0.0047389200;-0.0211456200;0.6025500000;0.0316860000;0.5368010000
10;-9.5703703200;-1.3182592200;-2.3869295400;-0.0017809200;0.0091636800;-0.0007293000;0.6024100000;0.0326200000;0.5367880000
11;-9.5701622400;-1.2804121200;-2.4019051800;0.0074745600;0.0025306200;-0.0137098200;0.6031590000;0.0331810000;0.5354340000
12;-9.5550815400;-1.2957396600;-2.3790551400;0.0019584000;0.0154958400;-0.0044696400;0.6029370000;0.0328920000;0.5363940000
13;-9.5777367600;-1.2577987200;-2.3713684200;0.0159058800;0.0281010000;-0.0119472600;0.6037610000;0.0338150000;0.5364200000
14;-9.5399070000;-1.2734006400;-2.3255122800;-0.0017421600;0.0266883000;0.0094339800;0.6036690000;0.0336600000;0.5372460000
15;-9.5856223800;-1.2957049800;-2.3260039200;0.0092820000;0.0091463400;0.0030079800;0.6030850000;0.0316870000;0.5365460000
16;-9.5552202600;-1.2809557800;-2.2952305200;0.0083619600;0.0137873400;0.0067116000;0.6032310000;0.0315490000;0.5366910000
17;-9.5552202600;-1.2809557800;-2.2952305200;-0.0054794400;0.0194157000;0.0103897200;0.6040490000;0.0312770000;0.5365880000
18;-9.5705610600;-1.3110631200;-2.2955416200;0.0185507400;0.0117636600;-0.0025704000;0.6036050000;0.0318290000;0.5360140000
19;-9.5400222600;-1.2660841800;-2.2645703400;0.0019482000;0.0136527000;-0.0081773400;0.6033620000;0.0308850000;0.5365630000
20;-9.5703846000;-1.2882702000;-2.3258397000;0.0109956000;-0.0071512200;0.0161047800;0.6056320000;0.0311590000;0.5354110000
21;-9.5705233200;-1.3110029400;-2.3107651200;-0.0074347800;-0.0053101200;0.0067697400;0.6046750000;0.0325650000;0.5330160000
22;-9.5476722600;-1.3261203600;-2.3563611600;0.0036363000;-0.0062597400;0.0105100800;0.6047620000;0.0306580000;0.5345510000
23;-9.5475978000;-1.3260000000;-2.3868071400;0.0019359600;0.0192953400;0.0066759000;0.6052650000;0.0314740000;0.5337370000
24;-9.5705233200;-1.3110029400;-2.3107651200;0.0094217400;0.0263435400;-0.0110180400;0.6070220000;0.0314030000;0.5357410000
25;-9.6313438800;-1.3030153200;-2.2959506400;0.0353154600;0.0241933800;-0.0212109000;0.6062690000;0.0333060000;0.5345930000
26;-9.5703376800;-1.2656884200;-2.3028570600;0.0315108600;0.0059976000;-0.0174103800;0.6052760000;0.0327320000;0.5364890000
27;-9.5857407000;-1.2808915200;-2.2497905400;0.0279531000;0.0297289200;-0.0230989200;0.6056920000;0.0354550000;0.5341400000
28;-9.5549846400;-1.2205564800;-2.2796122800;0.0490201800;-0.0014269800;-0.0173512200;0.6056990000;0.0357170000;0.5342760000
29;-9.5400977400;-1.2662045400;-2.2341253800;0.0425544000;0.0153489600;0.0030345000;0.6063340000;0.0356030000;0.5333360000
30;-9.5858671800;-1.2510830400;-2.1430322400;0.0739459200;-0.0015759000;-0.0173165400;0.6048310000;0.0376110000;0.5335370000
31;-9.6466275600;-1.2955162800;-2.2503474600;0.0656543400;-0.0034374000;-0.0210517800;0.6054920000;0.0397460000;0.5331340000
32;-9.5406801600;-1.3871826600;-2.2196923800;0.0572964600;-0.0153051000;-0.0265842600;0.6067000000;0.0397470000;0.5326310000
33;-9.6319273200;-1.3414652400;-2.1287451000;0.1895139600;0.0093513600;-0.0283764000;0.6063510000;0.0421820000;0.5313570000
