time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;-8.6599669800;-3.1698041200;2.6664859200;-0.0962663800;0.0095834200;0.0156819600;0.4565210000;0.4711420000;-0.4368040000
2;-8.6753902200;-3.3584119800;2.6505158400;-0.0954108400;-0.0037044000;0.0085818600;0.4569550000;0.4733800000;-0.4312980000
3;-8.6307443600;-3.1844453200;2.6373593400;0.0014396200;0.0113101800;-0.0020658400;0.4562160000;0.4735470000;-0.4322920000
4;-8.5867531400;-3.1556970200;2.6232532200;-0.0764527400;0.0388619000;-0.0201605600;0.4551410000;0.4735480000;-0.4319220000
5;-8.6310138600;-3.2281268600;2.6663261800;-0.0215511800;0.0263737600;-0.0048431600;0.4557520000;0.4758990000;-0.4306760000
6;-8.5868276200;-3.1125662400;2.7332307800;0.0796563600;0.0344734600;-0.0056242200;0.4557560000;0.4744380000;-0.4306650000
7;-8.6303259000;-3.0756476800;2.6673228400;-0.0766438400;0.0269803800;0.0120647800;0.4558380000;0.4745290000;-0.4291480000
8;-8.6165000600;-3.1779391000;2.7983988200;0.0706825000;0.0241383800;0.0051293200;0.4573250000;0.4746570000;-0.4295030000
9;-8.5717228800;-3.0542199800;2.6386539200;-0.0446321400;0.0211983800;-0.0110985000;0.4583990000;0.4753200000;-0.4298770000
10;-8.6895012400;-3.1844953000;2.7685499800;0.0333464600;0.0031663800;-0.0046706800;0.4576990000;0.4746710000;-0.4301760000
11;-8.5937591600;-3.0974938400;2.6089530600;-0.0419851600;0.0265962200;0.0013906200;0.4581910000;0.4756880000;-0.4286500000
12;-8.6383726800;-3.1849078800;2.7689351200;0.0325095400;0.0226576000;0.0068678400;0.4584900000;0.4750090000;-0.4282200000
13;-8.6307659200;-3.1772717200;2.6593456400;-0.0366510200;0.0220529400;-0.0075254200;0.4575650000;0.4759310000;-0.4275750000
14;-8.6160541600;-3.1267654600;2.7109769400;0.0413138600;0.0076577200;0.0069472200;0.4586680000;0.4742580000;-0.4299960000
15;-8.6600326400;-3.1843257600;2.6663908600;-0.0499947000;0.0088494000;-0.0164267600;0.4593220000;0.4741990000;-0.4280430000
16;-8.6603668200;-3.2425289400;2.6952626400;0.1309113400;-0.0133819000;-0.0080418800;0.4575560000;0.4738790000;-0.4303140000
17;-8.6153671800;-3.0535780800;2.5651950800;-0.0304495800;0.0113405600;-0.0164052000;0.4578010000;0.4733600000;-0.4308510000
18;-8.6758292600;-3.3447008000;2.8553691600;0.1611953000;0.0092414000;-0.0107800000;0.4583270000;0.4733650000;-0.4312420000
19;-8.6897491800;-3.1128122200;3.0030355600;0.1877366400;-0.0192834600;-0.0320616800;0.4568760000;0.4688430000;-0.4353970000
20;-8.6909643800;-3.3742625000;3.0159519600;0.0643958000;-0.0309817200;-0.0518498400;0.4554530000;0.4688180000;-0.4388950000
21;-8.7055164000;-3.2587224600;3.2067344400;0.1910245400;-0.1167101600;-0.0959890400;0.4513490000;0.4677980000;-0.4438690000
22;-8.5796550000;-3.0191301000;2.9606005800;0.2068495800;-0.1457573600;-0.0904657600;0.4482770000;0.4660020000;-0.4500360000
23;-8.4706956600;-3.1290998200;3.0045898400;0.1030411200;-0.1495764200;-0.1048825400;0.4429310000;0.4650000000;-0.4551980000
24;-8.4558486600;-3.0999997000;2.9610131600;-0.0380886800;-0.1342266800;-0.0801150000;0.4374360000;0.4653970000;-0.4580370000
25;-8.5168967800;-3.4497303400;3.3824386400;-0.0594183800;-0.1474312000;-0.0997571400;0.4352760000;0.4667980000;-0.4599230000
26;-8.6231503400;-4.0896595600;3.8308866400;0.0539803600;-0.2539003600;-0.1939008400;0.4259960000;0.4694000000;-0.4643060000
27;-8.5534174600;-4.2685595400;4.8540928800;0.2123081800;-0.4623845800;-0.3572109800;0.4137910000;0.4721900000;-0.4745880000
28;-8.7456679800;-4.5735492600;5.2455607400;0.3142742400;-0.6939007600;-0.4115078800;0.3958130000;0.4737900000;-0.4878470000
29;-8.6214118200;-4.2932839600;5.7309939400;0.4027329600;-0.9461184600;-0.4531696400;0.3727440000;0.4696840000;-0.5092510000
30;-8.6893944200;-4.1449893800;6.9234853800;0.4582264400;-1.2630014600;-0.5643153600;0.3386810000;0.4673690000;-0.5338620000
31;-8.7134367600;-4.6528165600;6.8541827200;0.3414075000;-1.6476573400;-0.6861783600;0.2882290000;0.4663300000;-0.5651960000
32;-8.5035393800;-4.5566883600;7.8217347600;0.2305361800;-2.0593181000;-0.8132108600;0.2281740000;0.4664570000;-0.5918320000
33;-8.0001055400;-4.5616158000;8.0449150600;0.0129124800;-2.4620873200;-0.8438956400;0.1635020000;0.4702580000;-0.6101460000
34;-7.5129563600;-4.8430355400;8.4416896200;-0.1445549000;-2.7443518200;-0.9000476800;0.0813910000;0.4772440000;-0.6217500000
35;-6.7979405200;-4.8500454800;8.7615312400;-0.1354507000;-2.9922869200;-1.0695955200;-0.0121210000;0.4803790000;-0.6241480000
36;-5.9800981800;-4.8857949000;8.7967534200;-0.0826443800;-3.2426877000;-1.0612165200;-0.1217620000;0.4831280000;-0.6160430000
37;-4.5389748600;-4.6342877000;8.3778426200;-0.2418189200;-3.3454250200;-0.8910405000;-0.2210220000;0.4815990000;-0.5909720000
38;-3.5670569200;-4.3674141000;8.6941003800;-0.2332458800;-3.4444706800;-0.9637770800;-0.3177840000;0.4777010000;-0.5528460000
39;-2.2222725000;-4.7517005200;7.6633324600;-0.2665100200;-3.4674957800;-0.8644227200;-0.4084990000;0.4710040000;-0.4968390000
40;-1.0898501600;-4.7603294200;7.5475405600;-0.1644234200;-3.4217052800;-0.8196837600;-0.4908200000;0.4611450000;-0.4301480000
41;0.1923338200;-4.1875556800;7.0051889600;-0.0919788800;-3.4119817200;-0.7229705000;-0.5649590000;0.4431870000;-0.3517840000
42;1.5166440800;-4.3242745000;5.8442398000;-0.2075071600;-3.3096785400;-0.7574331800;-0.6229760000;0.4279350000;-0.2664610000
43;2.1392459200;-4.1246102800;5.5065416000;-0.0345195200;-3.2748101400;-0.6902561400;-0.6696520000;0.4106550000;-0.1841100000
44;4.2340625600;-3.5985786200;4.1217241800;-0.2363475800;-3.1085776400;-0.5936379400;-0.6977120000;0.3941140000;-0.0917940000
45;4.2194929000;-4.0020632400;3.3584217800;-0.1339287600;-2.9334967200;-0.4316223800;-0.7147290000;0.3831260000;-0.0026550000
46;5.6424489800;-3.8596986400;1.2054470400;-0.1088045000;-2.6566094800;-0.3218633600;-0.7094920000;0.3678960000;0.0876830000
47;6.3743169000;-3.5316387400;1.2277567400;-0.0080438400;-2.3572194800;-0.2943292800;-0.7040160000;0.3600520000;0.1600840000
48;7.2089054800;-3.7947354200;-0.0327996200;0.1484063000;-1.9405166200;-0.2431340800;-0.6959270000;0.3560950000;0.2203110000
49;7.6113013200;-3.7824668000;-0.2783151000;0.5031604200;-1.5907605000;-0.1788754800;-0.6812750000;0.3542720000;0.2628930000
50;7.9586652600;-4.4175969600;-0.1262357600;0.3505910800;-1.3100189200;-0.2973535600;-0.6684360000;0.3510930000;0.2972910000
51;8.3626232200;-4.3523613000;-0.9125681600;0.1779229200;-0.8960835800;-0.3002406400;-0.6529310000;0.3447410000;0.3202570000
52;8.6286902800;-3.7727971400;-1.1115493200;0.1556171400;-0.5602248400;-0.2918440000;-0.6475940000;0.3391750000;0.3375790000
53;8.7742036200;-3.6379256200;-0.6269011000;0.0200998000;-0.3202522400;-0.2966038600;-0.6483870000;0.3350500000;0.3529930000
54;8.8316727800;-3.5822763200;-0.1288092400;0.1001275800;-0.2177854000;-0.2191593600;-0.6468440000;0.3286450000;0.3584700000
55;8.9129294800;-3.4084596000;-0.1782551400;0.1763755000;-0.1573145000;-0.1209917800;-0.6474160000;0.3273330000;0.3629990000
56;8.8765548200;-3.3718899200;-0.1709796200;0.0823102000;-0.0959537600;-0.0445233600;-0.6444320000;0.3234030000;0.3598440000
57;8.9927681200;-3.5684994800;-0.2664482800;0.1462267800;-0.0285356400;0.0419694800;-0.6451200000;0.3242080000;0.3598100000
58;8.9337956400;-3.5688963800;-0.0475035400;0.0911723400;0.0165708200;0.1015819000;-0.6426500000;0.3303500000;0.3626170000
59;8.8293158800;-3.8671868200;0.3081090600;-0.0241530800;0.0269921400;0.0942181800;-0.6421540000;0.3336880000;0.3617870000
60;8.7854589200;-3.9533866400;0.1609532400;-0.0558296200;0.0700886200;0.0850414600;-0.6425520000;0.3338840000;0.3645220000
61;8.7996875400;-3.9108644400;0.3953584600;0.0364814800;0.0229182800;0.0138797400;-0.6398240000;0.3355880000;0.3593890000
62;8.8583366200;-3.8749435200;0.3740973600;-0.0060799200;0.0213091200;0.0013220200;-0.6404690000;0.3385630000;0.3576900000
63;8.7853050600;-3.8527171200;0.4102534800;-0.0006928600;0.0049715400;-0.0361433800;-0.6412360000;0.3359550000;0.3611190000
64;8.8439110200;-3.8384924200;0.3669110200;-0.0398134800;-0.0052234000;-0.0307847400;-0.6406090000;0.3345820000;0.3625310000
65;8.9176873800;-3.7946482000;0.1483612200;0.0383856200;-0.0024921400;-0.0467744200;-0.6419690000;0.3324680000;0.3626290000
66;8.8598105400;-3.7067853200;0.0826757400;-0.0591694600;0.0176096200;-0.0371674800;-0.6417150000;0.3318120000;0.3622310000
67;8.9033637000;-3.7075722600;0.1926983800;-0.0645359400;0.0267079400;-0.0184377200;-0.6423050000;0.3289850000;0.3638800000
68;8.8888361800;-3.6857016000;0.2000434800;0.0037700600;0.0191815400;-0.0201007800;-0.6411430000;0.3305330000;0.3651540000
69;8.8672663800;-3.6056836200;0.2077129600;-0.0821984800;0.0390353600;-0.0256652200;-0.6430300000;0.3289450000;0.3656400000
70;8.8667558000;-3.6713789000;0.2950397800;-0.0387531200;0.0352839200;-0.0220147200;-0.6416050000;0.3251870000;0.3665510000
71;8.8160006200;-3.6199093000;0.2364847800;-0.0078194200;0.0212072000;-0.0049352800;-0.6440260000;0.3279120000;0.3649200000
72;8.9040026600;-3.6056307000;0.1202342400;-0.1009057000;0.0483483000;0.0064464400;-0.6443820000;0.3265610000;0.3658790000
73;8.9186889400;-3.6200386600;0.0617468600;-0.0103576200;0.0637235200;0.0225899800;-0.6439750000;0.3250990000;0.3657680000
74;8.8083527000;-3.7357355000;0.1625418200;0.0279613600;0.0968504600;0.0242755800;-0.6444350000;0.3273190000;0.3624300000
75;8.8661276200;-3.7949304400;0.3234842800;-0.0091463400;0.1161868400;0.0009123800;-0.6456840000;0.3276720000;0.3596250000
76;8.8435562600;-3.8534776000;0.4838220800;-0.0449192800;0.0601592600;-0.0060456200;-0.6465340000;0.3262350000;0.3590500000
77;8.8439306200;-3.8024196000;0.4256512400;-0.0503259400;0.0372556800;-0.0131045600;-0.6465990000;0.3246750000;0.3578200000
