time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
1;-8.7728179000;-1.9209999200;-2.9521382800;-0.0093237200;0.0372576400;-0.0437570000;0.6464870000;0.4952290000;0.0326590000
2;-8.7366843200;-2.0228327000;-2.9817793600;0.0198744000;0.0212875600;-0.0400741600;0.6459660000;0.4957530000;0.0331860000
3;-8.7071138000;-1.9287909200;-2.9516904200;0.0266452200;-0.0080350200;0.0047559400;0.6456000000;0.4959350000;0.0315140000
4;-8.7656835000;-2.0222505800;-3.0697559200;0.0185798200;-0.0505758400;-0.0254711800;0.6441310000;0.4969290000;0.0297910000
5;-8.7657922800;-2.1017168200;-3.1726598400;0.0512775200;-0.0610402800;0.0005311600;0.6444220000;0.4971180000;0.0275920000
6;-8.7660549200;-2.1598053400;-3.1730391000;0.0655179000;-0.0541263800;-0.0003743600;0.6455140000;0.4978430000;0.0250080000
7;-8.7948541800;-2.1228593400;-3.2754040200;0.0363678000;-0.0472242400;-0.0236856200;0.6439650000;0.4975460000;0.0217730000
8;-8.6994384400;-2.0724216800;-3.3694252200;0.0285042800;-0.0225498000;-0.0220059000;0.6454850000;0.4982590000;0.0194820000
9;-8.6999215800;-2.1596985200;-3.3334298200;0.0336512400;-0.0023412200;0.0494116000;0.6441900000;0.4967040000;0.0183370000
10;-8.7433346000;-2.0721845200;-3.3405034600;-0.0530042800;0.0650769000;0.0543645200;0.6456910000;0.4954950000;0.0181300000
11;-8.8026736000;-2.1812947800;-3.1734565800;-0.0670408200;0.0824660200;0.0310277800;0.6464240000;0.4949980000;0.0214760000
12;-8.7730501600;-2.1232101800;-3.2313608600;0.0332082800;0.0765399600;0.0347684400;0.6472430000;0.4941260000;0.0238630000
13;-8.8174412200;-2.1453924800;-3.0416955800;0.1014594000;0.0441578200;0.0099754200;0.6474310000;0.4923030000;0.0222270000
14;-8.7881666600;-2.1166990600;-3.0120339200;0.0721191800;0.0445380600;0.0224508200;0.6460790000;0.4920410000;0.0225890000
15;-8.7736362000;-2.1025263000;-2.9533250600;0.0588813400;0.0443744000;0.0009868600;0.6471780000;0.4928280000;0.0226270000
16;-8.8031861400;-2.1461078800;-2.9241426200;0.0400192800;0.0130957400;0.0144706800;0.6484280000;0.4913380000;0.0221180000
17;-8.8031440000;-2.1604560600;-2.9681162000;0.0213659600;0.0061416600;0.0108985800;0.6475870000;0.4919550000;0.0193180000
18;-8.7664831800;-2.1533157800;-3.0116713200;0.0106300600;-0.0149224600;0.0065081800;0.6480450000;0.4917940000;0.0201660000
19;-8.7733412200;-2.1020823600;-3.0991500400;-0.0336767200;-0.0237620600;-0.0203281400;0.6482760000;0.4914140000;0.0193500000
20;-8.7732510600;-2.1019383000;-3.1357148200;-0.0105889000;-0.0043100400;0.0028567000;0.6482760000;0.4914140000;0.0193500000
21;-8.8168052000;-2.0218576000;-3.0989579600;0.0303545200;0.0074979800;-0.0132260800;0.6490690000;0.4923530000;0.0188230000
22;-8.8236838200;-1.9417925800;-3.0989256200;0.0461325200;-0.0241148600;-0.0005272400;0.6487150000;0.4906060000;0.0155270000
23;-8.6999441200;-2.0299827800;-3.0839335800;0.0549192000;-0.0399438200;0.0004566800;0.6489010000;0.4894490000;0.0138860000
24;-8.7296479200;-2.0665740200;-2.9527576400;0.0815830400;-0.0242040400;0.0075744200;0.6485200000;0.4895050000;0.0119380000
25;-8.8319805000;-2.1379552600;-3.0563838200;0.0319862200;0.0097510000;0.0296900800;0.6503520000;0.4907290000;0.0103460000
26;-8.8613393400;-2.1811997200;-3.0788277800;0.0010476200;0.0059809400;-0.0060907000;0.6492860000;0.4895940000;0.0083790000
27;-8.8762049600;-2.2103282600;-3.0279373600;0.0480337200;0.0102821600;0.0118286000;0.6490540000;0.4903730000;0.0091920000
28;-8.9779172000;-2.0428668400;-2.9686767600;0.0303133600;-0.0031203200;-0.0185572800;0.6498860000;0.4920190000;0.0061550000
29;-9.0357479800;-1.9405107400;-3.0269563800;0.0090091400;-0.0011711000;-0.0132358800;0.6496090000;0.4893610000;0.0060250000
30;-8.7946836600;-1.9279883000;-3.0104198600;0.1225441000;-0.0115591000;-0.0130114600;0.6498130000;0.4908580000;0.0047800000
31;-8.8021924200;-1.9138410200;-2.9006853400;0.1772565200;-0.0064474200;0.0710558800;0.6496160000;0.4905570000;0.0011840000
32;-8.7069129000;-1.9573334200;-3.1123320200;0.0977422600;0.0599426800;0.0697711000;0.6511450000;0.4878040000;-0.0010820000
33;-8.8100588800;-2.3039408000;-3.3932745000;0.1087427600;0.1042925800;0.0490107800;0.6532180000;0.4872440000;-0.0008560000
34;-8.8178498800;-2.5569287800;-3.6367535400;0.5425025200;0.2366366800;0.0651337400;0.6530170000;0.4845570000;-0.0038580000
35;-8.7144716400;-2.4478244000;-3.8912262200;0.7938911400;0.3038264600;0.1009449000;0.6531260000;0.4822430000;-0.0119820000
36;-8.8282241600;-2.3553819800;-4.9957969600;0.4761888600;0.4371564400;0.0730903600;0.6551330000;0.4802520000;-0.0129910000
37;-8.9662963600;-2.4396316000;-5.4435040800;0.0903060200;0.6257260800;0.0574250600;0.6565630000;0.4784100000;-0.0044990000
38;-8.7972110800;-2.7852344800;-6.5268392000;-0.3825234000;0.8131697000;0.0505905400;0.6571420000;0.4777820000;0.0185830000
39;-8.9936569800;-3.0347160200;-7.3051620600;-0.6135456600;1.0001360600;-0.0667615200;0.6561710000;0.4767850000;0.0559610000
40;-9.2318871400;-2.5020527000;-7.4717120800;-0.5874276800;1.2091661400;-0.1176852600;0.6520310000;0.4773560000;0.0956860000
41;-8.9961305000;-2.2844260600;-7.8926808800;-0.5224536800;1.4284999400;-0.1006450200;0.6457800000;0.4773710000;0.1419560000
42;-9.0021398600;-2.2390363800;-8.3385436400;-0.4339400800;1.6728972400;-0.1659355600;0.6295860000;0.4791120000;0.1922300000
43;-8.9049689400;-1.9623196600;-8.7309248600;-0.2303872200;1.9158127800;-0.1506054200;0.6137440000;0.4798790000;0.2439060000
44;-8.5675794400;-1.7609365200;-8.9245160200;-0.2006373600;2.0257678000;-0.1259780200;0.5871790000;0.4792960000;0.3002690000
45;-8.4083421800;-2.0817650000;-8.9469100000;-0.2174404400;2.1177241400;-0.0245323400;0.5602570000;0.4788050000;0.3522620000
46;-8.1750061400;-1.9689474000;-8.5714269200;-0.2451195600;2.3226980000;0.0407219400;0.5289360000;0.4767800000;0.4045900000
47;-7.4603803400;-2.2072696800;-8.5163636600;-0.0104830600;2.4486250600;0.1102774400;0.4910450000;0.4720140000;0.4572270000
48;-6.8155295600;-1.9784161600;-8.9341582400;0.4107278000;2.5672521000;0.1318521400;0.4430790000;0.4751680000;0.5016680000
49;-5.6022092000;-1.9435771600;-9.1880105800;0.7739373600;2.4724086800;0.1757708400;0.3930420000;0.4843440000;0.5310690000
50;-5.0470245000;-1.7172569400;-8.7874081400;0.4827842600;2.4585465800;0.1504799800;0.3420050000;0.4970780000;0.5573660000
51;-4.0264770000;-1.7143287000;-7.9313046400;0.2177805000;2.3710521800;0.1345304800;0.2965490000;0.5064510000;0.5826690000
52;-3.0563416800;-1.4647491600;-6.9130856200;0.2071769000;2.3604838600;0.2937775400;0.2433280000;0.5079520000;0.6063370000
53;-1.5413753600;-1.7722035800;-5.6968968000;0.7633092600;1.9807005400;0.5215638400;0.2000340000;0.5179920000;0.6159810000
54;-0.4672120600;-2.6883703000;-7.5596073000;0.1269835000;1.7453094400;0.2625518000;0.1621410000;0.5247630000;0.6163390000
55;0.0268539600;-2.7758588200;-6.6422636000;0.0796534200;1.4440241200;0.1423018800;0.1266180000;0.5228350000;0.6270740000
56;0.4600708000;-2.9388426200;-4.8775266400;0.2201060400;1.0790946600;0.0100822400;0.0992430000;0.5304570000;0.6314400000
57;1.2217385600;-2.2064180600;-4.3404278400;0.7180695200;0.7444903200;-0.0145000800;0.0771040000;0.5442120000;0.6238200000
58;1.9106815000;-2.4099944400;-5.6675526600;0.1900719800;0.5392655800;-0.2645578600;0.0604050000;0.5567400000;0.6151860000
59;2.0408019800;-2.8457328200;-5.9180524200;0.1130733800;0.2682034600;-0.2054109400;0.0428060000;0.5568640000;0.6122670000
60;2.3340062200;-2.9184988000;-6.4721150200;0.1355026400;0.1125177200;0.0017561600;0.0391770000;0.5595260000;0.6087880000
61;2.5540544400;-2.9764432600;-6.9535027800;0.1561247800;-0.0246019200;0.0113199800;0.0371400000;0.5645950000;0.6093590000
62;2.6573405600;-3.0621148600;-7.5310285400;0.0681933000;-0.1433416600;-0.1080587200;0.0396810000;0.5674660000;0.6057120000
